search,title,card_name,condition,price,shipping,total_price,mkt_price,cond_price,value_score,cond_value,bid_count,time_listed,time_left,buy_it_now,best_offer,url
B2-H,Pidgeot 14/130 LP Played Base Set 2 2000 Holofoil Rare Holo Pokemon Card,Pidgeot,LP,17.00,,17.00,21.29,14.90299999999999905453407223,20.15030530765617660873649601,-14.07099241763404065290456135,,2021-10-13 19:42:00,,,,https://www.ebay.com/itm/224646520092?hash=item344df9dd1c:g:JpMAAOSw1LNhZ3x9
N2-H,Pokémon TCG Scizor Neo Discovery 29 Regular Unlimited Rare Holo,Scizor,,24.99,,24.99,39.88,15.95200000000000088551388444,37.33701103309929789368104313,-56.65747241725174656956074933,,2021-10-13 19:39:00,,,,https://www.ebay.com/itm/124952280687?epid=17043372121&hash=item1d17bc7e6f:g:FOkAAOSw-Q9hZ3wN
B2-H,Zapdos 20/130 Holo Rare Base Set 2 Pokemon Card WOTC Hevaily Damages,Zapdos,,2.99,4.00,6.99,19.87,7.948000000000000441202629986,64.82133870156014091595369904,12.05334675390035717190421624,,2021-10-13 19:07:00,,,,https://www.ebay.com/itm/234234721037?hash=item36897a330d:g:R1AAAOSwaBhhZ3S7
B2-H,2000 Pokemon Charizard HOLO Card CGC 1.5 Fair Base Set 2 Unlimited 4/130,Charizard,Graded,100.00,10.00,110.00,286.99,286.99,61.67113836719049444231506324,61.67113836719049444231506324,,2021-10-13 18:40:00,,,,https://www.ebay.com/itm/324830577283?hash=item4ba1694283:g:AMUAAOSw5HthZ23p
N2-H,Pokémon Houndour Ursaring & Hitmontop Neo Discovery Holo Unlimited NM,Houndour,NM,40.00,4.50,44.50,49.37,39.49600000000000219246842903,9.864290054689082438727972450,-12.66963743163864069716875179,,2021-10-13 18:38:00,,,,https://www.ebay.com/itm/294460277257?epid=17043372121&hash=item448f334209:g:s2EAAOSwi5thZ220
N4-H,Pokemon Dark Espeon Holo Neo Destiny 4/105,Dark Espeon,,69.99,,69.99,182.56,73.02400000000000405364630751,61.66191936897458369851007888,4.154798422436464566752676756,,2021-10-13 18:17:00,,,,https://www.ebay.com/itm/165127547901?hash=item26725e6bfd:g:jn0AAOSwKIdhZ2fF
N4-H,Light Arcanine 12/105 HP Played Neo Destiny Holofoil Rare Holo Pokemon Card,Light Arcanine,HP,60.00,,60.00,160.94,80.470,62.71902572387225052814713558,25.43805144774450105629427116,,2021-10-13 11:24:00,,,,https://www.ebay.com/itm/224646110499?hash=item344df39d23:g:RvIAAOSwKGdhZwev
N2-H,Pokémon TCG Forretress Neo Discovery 2/75 Holo Unlimited Holo Rare. NM,Forretress,NM,15.00,,15.00,17.27,13.81600000000000076694206541,13.14418066010422698320787493,-8.569774174869710244157002984,,2021-10-13 11:23:00,,,,https://www.ebay.com/itm/115044504054?epid=21043375786&hash=item1ac92fd1f6:g:n1cAAOSw78JhZwfk
N3-H,Magneton Holo Neo Revelation Heavily Played 10/64 Pokemon,Magneton,HP,10.08,3.24,13.32,22.41,11.205,40.56224899598393574297188755,-18.87550200803212851405622490,,2021-10-13 10:23:00,,,,https://www.ebay.com/itm/234234098478?hash=item368970b32e:g:O7EAAOSw4FphZvmy
GH-H,*SWIRL* - Erika’s Clefable - No. 036 - Gym Heroes - Holo Rare - Near Mint,Erika's Clefable,NM,13.99,,13.99,22.81,18.24800000000000101296748767,38.66725120561157387110916265,23.33406400701447159470082051,,2021-10-13 01:24:00,,,,https://www.ebay.com/itm/363578422172?hash=item54a6f6739c:g:4jQAAOSwOjVhZnps
GH-H,Lt. Surge’s Fearow 7/132 Holo Rare Swirl Pokemon Gym Heroes Vintage Light Play,Lt. Surge's Fearow,LP,18.10,4.40,22.50,31.22,21.85399999999999861355348685,27.93081358103779628443305573,-2.955980598517440411044216562,,2021-10-12 23:55:00,,,,https://www.ebay.com/itm/133902496077?hash=item1f2d35f14d:g:~JUAAOSwXqBhZmap
GH-T,Misty - 18/132 Gym Heroes Unlimited Holo Rare Trainer,Misty,,14.00,4.40,18.40,27.7,11.08000000000000061506355564,33.57400722021660649819494585,-66.06498194945847453605430820,,2021-10-12 23:09:00,,,,https://www.ebay.com/itm/133902474547?hash=item1f2d359d33:g:-B0AAOSwee5hZlvG
GH-T,Misty - 18/132 Gym Heroes Unlimited Holo Rare Trainer,Misty,,14.00,,14.00,27.7,11.08000000000000061506355564,49.45848375451263537906137184,-26.35379061371840453830219102,,2021-10-12 23:09:00,,,,https://www.ebay.com/itm/133902474547?hash=item1f2d359d33&_trkparms=ispr%3D1&amdata=enc%3AAQAGAAADYMDbAn%252BZUSCqQ%252FeTIXk8vehMMDZnbgC%252BoULWaQJ02sHd%252FbXn82E5eXWGpm2BbCMByjPV%252B%252FNSjNCifb8cyUcSmn38vXJk0uk%252FTMqMvqdLDxkuXWUq%252F46UMkmxF1sjpdk%252FWUJquRBVYiLuLTakguJYXFoLgH8OR5zPQpYcSksapFZJqqPBv0RvlPbr3ZfrAdyT2Npkh7VDim3Pk6AmGcCx7pT4uGZh%252FcndTkh7W3D7nQu2md%252F25Ifp%252BjBoRY4BrTZEXn5JHjTlevZFoAiZS7jzBMVAJy4gJuzNvPEIIXRQ2gDKWYOhTr1MSgI6vN5tBf1jsBYC3m4u7LlFT2xg97fWRih7Iv75twgghhYXepObOZJC%252B3KVOPjdDmnvsXychZmpMlVw0CxxN5EWhegDWBNWUS5PFdGfwc9SnoYyxDTPHTQ0eFT3sXg2xiJHc2OBr5fSD3GmPaVNZ71kajrYymEivtnEOzP%252BVNJsWI%252FobmGBBmVP40XHNUCk%252BFmCvNHGF%252FEGbpn%252B50I7GiTeQIpDzGtrj0HmeBRS6W1ceEsV8jIbApZCrPvrhX6NEraIrA3%252BaztNXrK0Sl4r2%252BWzi3TzWcjZ2S%252Brg3bE1brY11IWVwCwlO2%252BZwxE2K6aXLf310ohHft%252FRGzd3ozmPnBJhIhNxxuopPyOQHZqgeFOM2rBiPFRRXVjtfbxMAggbhy1Uu8K2IpUC%252FoBXL8pbptAwsdMVbY6Tna2059lNt2GhvEUL7G5nxyfMbHP3fSkGJX9V%252BavfGOcVtxckmk0Q1R66CSUQ%252FzSNXVblhIWhTgOsTIEmedJv6mxsMXtMyG0ZOnbpilm36eQmr%252FkBXHMgVIvv4bqMNN1cTZIEPJUkKBE8myImji0%252FWrs34blfy%252Fpy4%252F5HAtny4mO8Or2asYGnxYb9r21NtEFl%252F%252FvrEP%252FAbjaRwDAFVyvIPvZwK75BmhrM9lGpf%252FVi0sJbcCkmbkkhOfIEnSM1I40xVPXMfdjYMtCTVAT5ScuNm6NKUXlv5Ecu3FoyVMEic48sUAugZSSFFUshyb7HOJ%252BrZf1k8n5q6k4cRTcmCVFLJ4rpgaNJRwbSabgGUaX4sQ%252BNBQmaq4Wb7HBpSR19Ovukg6CWwHi%252F%252Bz5Dxeq6BopjJAx8y5cWTODok9QdJ1Dv%252Fivdg%253D%253D%7Campid%3APL_CLK
GH-H,Erika's Clefable 3/132 Holo Rare Gym Heroes Unlimited Pokemon Card 2000 WOTC,Erika's Clefable,,15.50,4.50,20.00,22.81,9.124000000000000506483743834,12.31915826391933362560280579,-119.2021043402016537678318213,,2021-10-12 22:45:00,,,,https://www.ebay.com/itm/324829196056?hash=item4ba1542f18:g:iicAAOSw~TVhZlYe
B2-H,Venusaur 18/130 Base Set 2 Holo Rare Pokemon Card Played,Venusaur,,49.99,,49.99,85.47,34.18800000000000189781523829,41.51164151164151164151164151,-46.22089622089621277933061295,,2021-10-12 21:06:00,,,,https://www.ebay.com/itm/255176382720?hash=item3b69b29900:g:YVgAAOSww-xhZj7q
N4-H,Pokemon Dark Scizor Holo Neo Destiny 9/105,Dark Scizor,,54.99,,54.99,90.65,36.26000000000000201283434365,39.33811362382790954219525648,-51.65471594043021772598398728,,2021-10-12 19:23:00,,,,https://www.ebay.com/itm/165125576285?hash=item267240565d:g:LHQAAOSwjDRhZiWH
N2-H,Pokémon TCG Poliwrath Neo Discovery 9/75 Unlimited Holo Rare NM-Mint,Poliwrath,NM,20.00,,20.00,20.16,16.12800000000000089528384706,0.7936507936507936507936507900,-24.00793650793650105268461912,,2021-10-12 17:29:00,,,,https://www.ebay.com/itm/185103449415?epid=10043375948&hash=item2b19067d47:g:lZkAAOSw0PNhYbHH
N2-H,Pokémon TCG Houndour Neo Discovery 5/75 Holo Unlimited Rare-NM,Houndour,NM,35.00,3.52,38.52,49.37,39.49600000000000219246842903,21.97690905408142596718655054,2.471136317601787872922689458,,2021-10-12 17:04:00,,,,https://www.ebay.com/itm/185103423892?epid=10043376181&hash=item2b19061994:g:JT0AAOSw~JxhYbYJ
N1-H,Feraligatr 5/111 Neo Genesis Holo Pokemon Card Mint,Feraligatr,M,59.95,,59.95,70.57,63.51300000000000156696877696,15.04888762930423692787303387,5.609875143671376693060924586,,2021-10-12 15:22:00,,,,https://www.ebay.com/itm/384443344892?hash=item59829be7fc:g:RncAAOSwc45hZe4P
N2-H,Houndour Holo Rare - Neo Discovery 5/75 - WOTC Vintage Pokemon Card - NM/LP,Houndour,LP,32.00,4.15,36.15,49.37,34.55899999999999780753157097,26.77739517925865910471946526,-4.603721172487636486598461464,,2021-10-12 15:18:00,,,,https://www.ebay.com/itm/194434660113?hash=item2d45357711:g:HLYAAOSwJXRhZe1W
GH-H,Lt. Surge's Fearow 7/132 Gym Heroes Holo Pokemon Card NM-Mint,Lt. Surge's Fearow,NM,29.95,,29.95,31.22,24.97600000000000138644651315,4.067905188981422165278667520,-19.91511851377321563677538688,,2021-10-12 15:04:00,,,,https://www.ebay.com/itm/384443330340?hash=item59829baf24:g:DPAAAOSw2iRhZeor
GH-H,Erika's Dragonair 4/132 Holo Rare Unlimited Gym Heroes Pokemon Card Lightly Play,Erika's Dragonair,LP,27.99,,27.99,44.3,31.00999999999999803268480036,36.81715575620767494356659142,9.738793937439529907376890528,,2021-10-12 09:31:00,,,,https://www.ebay.com/itm/373754037200?hash=item57057a03d0:g:Oe4AAOSwIQthZZwf
N2-H,Scizor 10/75 Holo Rare Neo Discovery Pokemon Card With Swirl,Scizor,,17.99,,17.99,39.88,15.95200000000000088551388444,54.88966900702106318956870612,-12.77582748244733576576222010,,2021-10-12 07:21:00,,,,https://www.ebay.com/itm/393625216061?hash=item5ba5e4243d:g:E5oAAOSw4D1hZX1m
N3-H,Pokemon 2/64 Neo Revelation Holo Rare Unlimited Blissey Moderately Played,Blissey,,14.25,3.99,18.24,28.43,11.37200000000000063127281180,35.84241997889553288779458319,-60.39395005276115887686072410,,2021-10-11 22:04:00,,,,https://www.ebay.com/itm/194432587683?hash=item2d4515d7a3:g:VtQAAOSw0t1hQgZA
N2-H,Pokémon TCG Forretress Neo Discovery 2/75 Holo Unlimited Holo Rare great shape,Forretress,,9.99,,9.99,17.27,6.908000000000000383471032706,42.15402431962941517081644470,-44.61493920092645404521712795,,2021-10-11 20:58:00,,,,https://www.ebay.com/itm/144243474380?epid=21043375786&hash=item219594bfcc:g:soIAAOSwHZhhZOsg
GH-R,Pokémon TCG Lt. Surge's Raichu Gym Heroes 28/132 Regular Unlimited Rare,Lt. Surge's Raichu,,14.99,,14.99,15,6.000000000000000333066907388,0.0666666666666666666666666700,-149.8333333333333194647973840,,2021-10-11 19:49:00,,,,https://www.ebay.com/itm/124948278758?epid=20043376631&hash=item1d177f6de6:g:xfsAAOSwsalhZNtb
GH-R,Lt. Surge's Electabuzz 27/132 - Gym Heroes Set Pokemon TCG Rare NM MINT,Lt. Surge's Electabuzz,NM,6.00,,6.00,6.47,5.176000000000000287325718773,7.264296754250386398763523960,-15.91962905718701056671353579,,2021-10-11 13:54:00,,,,https://www.ebay.com/itm/353719245734?hash=item525b4f5ba6:g:-SIAAOSwZlJhZIhB
N1-H,Pokemon Feraligatr 5/111 Neo Genesis UNLIMITED Holofoil Rare WOTC,Feraligatr,,50.00,4.50,54.50,70.57,28.22800000000000156696877696,22.77171602664021538897548533,-93.07070993339945080998390920,,2021-10-11 09:13:00,,,,https://www.ebay.com/itm/393623624994?hash=item5ba5cbdd22:g:Ac4AAOSwDT9hZEA4
N1-L,Empty 1st Edition Pokemon Neo Genesis Booster Pack - Lugia Art,Lugia,,19.00,4.00,23.00,360.22,144.0880000000000079984907586,93.61501304758203320193215257,84.03753261895508389092532225,,2021-10-10 22:22:00,,,,https://www.ebay.com/itm/144242181167?hash=item219581042f:g:zWIAAOSwojZhY62-
GH-R,Pokemon - SABRINA'S VENOMOTH 34/132 - Gym Heroes - Rare - NM,Sabrina's Venomoth,NM,4.98,,4.98,5.83,4.664000000000000258904009343,14.57975986277873070325900515,-6.775300171526580693706407974,,2021-10-10 22:03:00,,,,https://www.ebay.com/itm/234229761297?hash=item36892e8511:g:j6cAAOSw-axhY6mI
GC-H,Pokemon Card Misty's Gyarados Gym Challenge 13/132 Holo MP Vintage 2000,Giovanni's Gyarados,MP,32.99,,32.99,56.36,33.81599999999999874855660664,41.46557842441447835344215756,2.442630707357460312055675572,,2021-10-10 22:00:00,,,,https://www.ebay.com/itm/363575664957?hash=item54a6cc613d:g:2c0AAOSwGt1hY6jM
GH-T,Misty 18/132 Gym Heroes Holo Rare Pokemon Trainer,Misty,,20.00,,20.00,27.7,11.08000000000000061506355564,27.79783393501805054151624549,-80.50541516245486362614598718,,2021-10-10 20:47:00,,,,https://www.ebay.com/itm/403222741691?hash=item5de1f2c2bb:g:axYAAOSwuUlhY5e~
N2-H,Pokemon TCG English Card Neo Discovery Set Houndour 5/75 Holo Rare ,Houndour,,40.00,,40.00,49.37,19.74800000000000109623421451,18.97913712781041118087907636,-102.5521571804739608038988797,,2021-10-10 17:00:00,,,,https://www.ebay.com/itm/133900370023?hash=item1f2d158067:g:Xu8AAOSwMrdhY2Jf
GC-H,Pokemon TCG English Card Gym Challenge Set Misty's Gyarados 13/132 Holo Rare,Giovanni's Gyarados,,49.00,,49.00,56.36,22.54400000000000125144339336,13.05890702625975869410929737,-117.3527324343505911992263559,,2021-10-10 16:56:00,,,,https://www.ebay.com/itm/133900368820?hash=item1f2d157bb4:g:EooAAOSwYVRhY2Fk
N3-H,1x - Ampharos - 1/64 - Holo Rare - Unlimited Edition LP Pokemon Neo Revelation,Ampharos,LP,32.14,1.20,33.34,35.3,24.70999999999999843236508923,5.552407932011331444759206800,-34.92513152569810649588614002,,2021-10-10 15:28:00,,,,https://www.ebay.com/itm/265355244079?hash=item3dc867b22f:g:Se8AAOSwRoVfhyEx
GC-H,Pokemon Giovanni's Gyarados 5/132 Gym Challenge 2000 Holo Rare LP,Giovanni's Gyarados,LP,39.95,3.92,43.87,56.36,39.45199999999999749711321329,22.16110716820440028388928318,-11.19841833113657807758927162,,2021-10-10 15:01:00,,,,https://www.ebay.com/itm/194429838492?hash=item2d44ebe49c:g:-DcAAOSwwOZhW3rS
GH-H,Pokemon TCG  Lt. Surge's Magneton 8/132 Gym Heroes Holo Rare 2000 WOTC LP/MP,Lt. Surge's Magneton,MP,10.99,,10.99,11.56,6.935999999999999743316436707,4.930795847750865051903114190,-58.44867358708189744394033094,,2021-10-10 14:12:00,,,,https://www.ebay.com/itm/224642634286?hash=item344dbe922e:g:Pg0AAOSw1AthYzph
N1-R,86/111 | Focus Band | Neo Genesis | Pokemon Card | LP,Focus Band,LP,4.86,1.05,5.91,10.54,7.377999999999999531929972818,43.92789373814041745730550285,19.89699105448630557145329703,,2021-10-10 08:57:00,,,,https://www.ebay.com/itm/313705949739?hash=item490a54ea2b:g:g5IAAOSwm~BhYvFP
N2-H,Houndour Holo Rare - Neo Discovery 5/75 - WOTC Vintage Pokemon Card - NM/LP,Houndour,LP,35.00,4.50,39.50,49.37,34.55899999999999780753157097,19.99189791371278104111808791,-14.29728869469603433528739219,,2021-10-10 08:52:00,,,,https://www.ebay.com/itm/174971744548?hash=item28bd20f124:g:7Y0AAOSwUZVhYkRF
N1-L,Lugia Pokémon Neo Genesis 9/111 Damaged,Lugia,DMG,60.00,,60.00,360.22,144.0880000000000079984907586,83.34351229804008661373605019,58.35878074510021884589214499,,2021-10-10 00:52:00,,,,https://www.ebay.com/itm/265354059877?hash=item3dc855a065:g:U7UAAOSwuh9hYn23
N3-H,Delibird 5/64 - Holo Rare Neo Revelation Pokemon Card - WOTC!!!,Delibird,,15.00,4.40,19.40,27.86,11.14400000000000061861626932,30.36611629576453697056712132,-74.08470926058864790993957390,,2021-10-09 20:44:00,,,,https://www.ebay.com/itm/393621317753?hash=item5ba5a8a879:g:tosAAOSwGhNhYkVR
B2-H,Zapdos 20/130 Base Set 2 Holo Rare Pokemon Card TCG WOTC MP,Zapdos,MP,9.00,,9.00,19.87,11.92199999999999955879737001,54.70558631102164066431806744,24.50931051836939831348005879,,2021-10-09 20:10:00,,,,https://www.ebay.com/itm/115038742911?hash=item1ac8d7e97f&_trkparms=ispr%3D1&amdata=enc%3AAQAGAAADsFHQ868isQCmUXPV%252FgoWkx0of%252BB4j%252FcE2IfPVd9ezQLsNqPY9lKefJzrkGLs%252B%252BzoT%252BTQI9r%252BDsZQm%252BoOfdaY%252FH%252BBIoJq7Ev9AedR8fq3Wam4zKoHdMV36m5uKWVtXaWCt4WttvgOBYP63HZvFlJKqUixGOLYL7DlnWlOmpTgHYQbCA%252BPEVQuk4%252Bz8Z%252FV94QR4ffj%252BUrIHnVjnSOhy8tX4Vy0IADmr5U7cYcAsSJuSE43ZQJm8yQX2%252BfhoG51sBim66ma2c8dTJuUESaIrCXHzrLSXnVF%252B%252BZ5aGizj4LFcm%252BMCzpM2Vqq8a7wNuGJZkdK6ZQVlNPgKo8LD62rO%252B5qmH2EfTEGUUEcd0oEqsAwXjhy0bLT6enRDYUodTzoTRsYgD4dV5wwdVjd0cFofZkmbepQw7STzvGX3MSZpql5%252Be1wNQH4o2lyg1rVZZqkzhMzR5HVADgOP2Td5Az6wIpoFoz4H0gqiVKwhBE1O07fagGRiSnf3aFdsAaKUH890ZYkq3SmQfLIl1Qj9BSUljJGkg9keXR%252FtUco03Y8qQeCRhS6TWWUAd3yX%252B9jVK2L405kmHNHjbwSM16ff2vLKJM%252F0hDWgru5oCLThqjPjHsUgcNJ3h76FWlDSVPGy6KH8zlBc%252Bt%252FIv%252Fhppzuf8WsTu9uNGivR6%252F3DZfcbqxBYC6jNQ0zxK%252BroVcPBmdoQszwyUtATkyUFZ72NqjSUklguUZsWTRlzcYTzGij%252BRPsxMj5C67t2PVhV5plgWVk5W%252FFfIXpXiVLs6Y6T0gyd08rTw3gD6qj3PbtxrQc2QyU8NHOdxX2xa5mcKoKCuVGsxSwhqIHVGSLKDQnXhvZ%252Fj0I6ihCGhj76n6Nr3hT3PWaMt2ZwWxFWqZAxABPgXv%252FVINc5Aw%252F7UsJyoVHbrI10Kjkvq3Bog5S%252BFM5V8g%252FG2Uyo3vxFsjzjCf7KlaHlgNxITDiKv1l%252FbVq56SvUn%252FB%252FFkCWdAg46PL0cCWEWOkjzESZFqBcVLPi3SwFWNmLby2w6iwmDJVD7spLWSRzGELqm0LTY2EgHLiWgeAUh8%252FCnKOPTAG6fnYtUo84neB3%252BDJpyBSnNqrDlK%252F2eAmEYzgPYdvGozx%252FW2gW7ReFuRnw6iksrDA4OeCpiEtdHGo7qLCs2%252Bbxppiw4xbpLSRHBq3SG97t5kUFDjyEI3be59C6QvrOGaBK7knUtS9ukFGx5booLqy%252Ft1Vz1G8gIVX0MyJ1W%252Fmec6IDE3PbrxlBSx6KRkFcDjc2%252F7j%7Campid%3APL_CLK
N1-H,Feraligatr 5/111 Holo Rare (Neo Genesis) NM/LP Pokemon Card,Feraligatr,LP,35.00,4.40,39.40,70.57,49.39899999999999686606244609,44.16891030182797222615842426,20.24130043118281240594376749,,2021-10-09 13:33:00,,,,https://www.ebay.com/itm/284482635995?hash=item423c7c88db:g:rmcAAOSwGSFha02h
GH-H,Pokémon Erika’s Clefable - Gym Heroes - Holo Rare 3/132 - Played,Erika's Clefable,,9.99,0.93,10.92,22.81,9.124000000000000506483743834,52.12626041209995615957913196,-19.68434896975010295723617443,,2021-10-09 09:06:00,,,,https://www.ebay.com/itm/144240137570?hash=item219561d562:g:rDoAAOSww6JhYaFX
GC-H,Gym Challenge Giovanni's Magikarp 73/132 HP & Giovanni's Gyarados Holo 5/132 HP,Giovanni's Gyarados,HP,49.99,4.50,54.49,56.36,28.180,3.317955997161107168204400280,-93.36408800567778566359119943,,2021-10-09 01:23:00,,,,https://www.ebay.com/itm/144239657811?hash=item21955a8353:g:hL0AAOSwAfJhYTFQ
N3-H,Pokemon TCG Neo Revelation CELEBI Holo Rare Card 3/64,Celebi,,45.00,4.50,49.50,71.33,28.53200000000000158384416693,30.60423384270293004345997477,-73.48941539324266526075288817,,2021-10-09 00:00:00,,,,https://www.ebay.com/itm/255170310810?hash=item3b6955f29a:g:ABwAAOSwjb1hYR5s
GC-H,Pokemon Card Rockets Zapdos Gym Challenge Holo 15/132 LP,Rocket's Zapdos,LP,60.00,4.50,64.50,66.33,46.43099999999999705435627106,2.758932609678878335594753510,-38.91581055760161119072357304,,2021-10-08 23:37:00,,,,https://www.ebay.com/itm/165118078051?hash=item2671cdec63:g:Q8UAAOSwxxZhVjhf
GC-H,Pokemon Rocket's Zapdos 15/132 Gym Challenge Holo Rare! - NM/LP Condition,Rocket's Zapdos,LP,19.99,4.50,24.49,66.33,46.43099999999999705435627106,63.07854666063621287501884517,47.25506665805172933239038289,,2021-10-08 22:23:00,,,,https://www.ebay.com/itm/353714662795?hash=item525b096d8b:g:mlQAAOSwgXVhYQq~
N4-H,Pokemon Neo Destiny Dark Scizor 9/105 PSA 7,Dark Scizor,Graded,84.95,,84.95,90.65,90.65,6.287920573634859349145063430,6.287920573634859349145063431,,2021-10-08 18:11:00,,,,https://www.ebay.com/itm/373750308330?hash=item5705411dea:g:k-UAAOSw33phYNAh
N4-H,Dark Ampharos 1/105 Holo Rare Neo Destiny Unlimited Pokemon Card 2000 WOTC,Dark Ampharos,,59.99,,59.99,68.86,27.54400000000000152899914951,12.88120824862038919546906767,-117.7969793784490149211662709,,2021-10-08 17:53:00,,,,https://www.ebay.com/itm/294447895463?hash=item448e7653a7:g:izEAAOSwRY1hYMsn
N2-H,Pokemon TCG Neo Discovery Houndour 5/75 WITH SWIRL Holo Rare LP,Houndour,LP,27.99,7.95,35.94,49.37,34.55899999999999780753157097,27.20275470933765444601985011,-3.996064700946214531904528493,,2021-10-08 17:16:00,,,,https://www.ebay.com/itm/403218016804?hash=item5de1aaaa24:g:vcwAAOSwCFZhYMMW
B2-R,Dragonair Base Set 2 Pokemon LP/MP,Dragonair,MP,2.00,1.00,3.00,6.3,3.779999999999999860111898897,52.38095238095238095238095238,20.63492063492063198353697189,,2021-10-08 14:44:00,,,,https://www.ebay.com/itm/373750154158?hash=item57053ec3ae:g:JgsAAOSwOjBhYJ9q
N3-H,Delibird 5/64 Holo Rare Neo Revelation NM Pokemon TCG Mint,Delibird,NM,25.00,,25.00,27.86,22.28800000000000123723253864,10.26561378320172290021536253,-12.16798277099784014815694195,,2021-10-08 13:23:00,,,,https://www.ebay.com/itm/203643562075?hash=item2f6a1a285b:g:sA8AAOSwvgFhYIxh
N1-L,Pokemon TCG Lugia Neo Genesis 9/111 MODERATE PLAY! (Read Description),Lugia,MP,99.99,,99.99,360.22,216.1319999999999920015092414,72.24196324468380434179112764,53.73660540780633885756235029,,2021-10-08 12:44:00,,,,https://www.ebay.com/itm/194425196900?hash=item2d44a51164:g:YjUAAOSwTOxhYIMf
GH-H,Erika's Clefable 3/132 Holo Rare Gym Heroes Pokemon TCG WOTC VG with Hard Case,Erika's Clefable,,12.50,4.45,16.95,22.81,9.124000000000000506483743834,25.69048662867163524769837790,-85.77378342832090156823746855,,2021-10-08 07:10:00,,,,https://www.ebay.com/itm/185095241541?hash=item2b18893f45:g:5sUAAOSwyFBhYDRY
GH-H,Erika's Clefable 3/132 Holo Rare Gym Heroes Unlimited Pokemon Card 2000 WOTC mp,Erika's Clefable,MP,17.50,,17.50,22.81,13.68599999999999949351625617,23.27926348092941692240245506,-27.86789419845097652805858317,,2021-10-08 04:49:00,,,,https://www.ebay.com/itm/265350581222?hash=item3dc8208be6:g:d8gAAOSw~BJhYBQD
N3-H,Blissey 2/64 Neo Revelation Holo played,Blissey,,23.00,4.55,27.55,28.43,11.37200000000000063127281180,3.095321843123461132606401690,-142.2616953921913337202583854,,2021-10-08 03:54:00,,,,https://www.ebay.com/itm/133898003290?hash=item1f2cf1635a:g:C88AAOSwxj5fz4ik
N1-H,French Meganium 10/111 Neo Genesis Holo Pokemon Card LP+,Meganium,LP,25.00,,25.00,39.67,27.76899999999999823829810452,36.98008570708343836652382153,9.971551010119191954939348461,,2021-10-07 19:44:00,,,,https://www.ebay.com/itm/203642558644?hash=item2f6a0ad8b4:g:twgAAOSwUzZhX5RH
N4-H,Dark Scizor Neo Destiny Discovery Lot 2 Pokemon Vintage Card Holo Near Mint,Dark Scizor,NM,76.80,,76.80,90.65,72.52000000000000402566868729,15.27854384997242140099282956,-5.901820187534467370027006950,,2021-10-07 19:21:00,,,,https://www.ebay.com/itm/274977897673?hash=item4005f5bcc9:g:CXoAAOSwCVZhX45E
GC-H,Pokémon - Rocket's Zapdos - 15/132 - Gym Challenge Set - Holo Card - HP/MP,Rocket's Zapdos,HP,25.08,0.81,25.89,66.33,33.165,60.96788783355947535052012664,21.93577566711895070104025328,,2021-10-07 19:19:00,,,,https://www.ebay.com/itm/304177118694?hash=item46d25e7de6:g:bNAAAOSwbZ9hX44V
N1-H,Meganium 11/111 HOLO Neo Genesis Pokemon Card NM/LP,Meganium,LP,25.00,,25.00,44.88,31.41599999999999800692762619,44.29590017825311942959001783,20.42271454036159413664090806,,2021-10-07 16:12:00,,,,https://www.ebay.com/itm/194423211500?hash=item2d4486c5ec:g:d0QAAOSwkQNhX2Je
N4-R,"Light Dragonair 22/105, Light Wigglytuff 54/105 Neo Destiny!",Light Dragonair,,15.00,,15.00,18.16,7.264000000000000403233002544,17.40088105726872246696035242,-106.4977973568281823696686609,,2021-10-07 13:11:00,,,,https://www.ebay.com/itm/353712278143?hash=item525ae50a7f:g:WPgAAOSwnq5hXzgb
N4-H,‼️Dark Gengar 6/105 HP Played Neo Destiny Holofoil Rare Holo Pokemon Card‼️,Dark Gengar,HP,49.99,4.99,54.98,161.75,80.875,66.00927357032457496136012365,32.01854714064914992272024730,,2021-10-07 13:08:00,,,,https://www.ebay.com/itm/324820800479?hash=item4ba0d413df:g:9JAAAOSw~31hXzcj
N3-H,Celebi 3/64 MP/P Neo Revelation Holofoil Rare Holo Pokemon Card,Celebi,MP,29.90,,29.90,71.33,42.79799999999999841615583307,58.08215337165288097574653021,30.13692228608813237412430205,,2021-10-07 11:04:00,,,,https://www.ebay.com/itm/154642270916?hash=item240165cac4:g:QHEAAOSwa~lhXxo3
