search,title,card_name,condition,price,shipping,total_price,mkt_price,cond_price,value_score,cond_value,bid_count,time_listed,time_left,buy_it_now,best_offer,url
N2-H,Kabutops 6/75 Holo Rare Neo Discovery,Kabutops,,14.80,,14.80,34.87,13.94800000000000077426953737,57.55663894465156294809291655,-6.108402638371086739568122894,,2021-10-06 02:53:00,,,,https://www.ebay.com/itm/174966611912?hash=item28bcd29fc8:g:cXkAAOSwlophXVTk
GC-H,Erika’s Venusaur Holo Rare - Gym Challenge 4/132 - WOTC Vintage Pokémon Card,Erika's Venusaur,,80.00,4.60,84.60,100.4,40.16000000000000222932783345,15.73705179282868525896414343,-110.6573705179282751587564886,,2021-10-05 23:29:00,,,,https://www.ebay.com/itm/174966460021?hash=item28bcd04e75:g:7~UAAOSwUs5hXSW4
GH-H,Erika’s Clefable 3/132 HOLO Gym Heroes Pokemon MP,Erika's Clefable,MP,16.99,1.00,17.99,22.81,13.68599999999999949351625617,21.13108285839544059622972381,-31.44819523600760387084422350,,2021-10-05 19:13:00,,,,https://www.ebay.com/itm/373746812690?hash=item57050bc712:g:8mgAAOSwkpRhXOor
N3-R,Ho-oh (18/64) [Neo Revelation] Rare Pokemon TCG,Ho-oh,,11.59,,11.59,12.52,5.008000000000000277999845366,7.428115015974440894568690100,-131.4297124600638849166485070,,2021-10-05 16:50:00,,,,https://www.ebay.com/itm/265346012983?hash=item3dc7dad737:g:gXkAAOSwU5JhXMiK
GH-R,Misty’s Goldeen 30/132 Non-Holo Rare Gym Heroes Pokemon Card,Misty's Goldeen,,3.99,,3.99,5.27,2.108000000000000117017506795,24.28842504743833017077798861,-89.27893738140416406596331064,,2021-10-05 15:41:00,,,,https://www.ebay.com/itm/393613007247?hash=item5ba529d98f:g:bN0AAOSwlMRhXLhR
N1-H,Meganium 10/111 Neo Genesis Holo Rare Pokemon Card Near Mint,Meganium,NM,27.00,4.40,31.40,39.67,31.73600000000000176170189548,20.84698764809679858835391984,1.058734560121003727785948658,,2021-10-05 15:16:00,,,,https://www.ebay.com/itm/393612977187?hash=item5ba5296423:g:e7QAAOSwTbphXLJf
GC-H,Pokémon TCG Rocket's Zapdos Gym Challenge 15 Holo Unlimited Holo Rare,Rocket's Zapdos,,49.99,4.45,54.44,66.33,26.53200000000000147282186447,17.92552389567314940449268807,-105.1861902608171150986466417,,2021-10-05 15:07:00,,,,https://www.ebay.com/itm/384430082032?epid=25043363539&hash=item5981d187f0:g:5VUAAOSwbrdhXLA4
N4-H,Light Arcanine ~ no.059 ~ Holo ~ Neo Destiny jap ~ Pokemon Card,Light Arcanine,,40.76,4.66,45.42,160.94,64.37600000000000357358587166,71.77830247297129364980738163,29.44575618242823804106575264,,2021-10-05 10:35:00,,,,https://www.ebay.com/itm/334171386972?hash=item4dce2ab45c:g:z7sAAOSwIs9hXHBr
GC-H,ROCKET'S ZAPDOS - Gym Challenge - Holo Rare Pokemon Card,Rocket's Zapdos,,60.00,4.50,64.50,66.33,26.53200000000000147282186447,2.758932609678878335594753510,-143.1026684758027906661041217,,2021-10-04 23:45:00,,,,https://www.ebay.com/itm/363566503156?hash=item54a64094f4:g:DI0AAOSwcM9hWy69
GC-H,2000 Pokemon Gym Challenge Erika's Venusaur Holo 4/132 PSA 5 EX,Erika's Venusaur,Graded,79.99,,79.99,100.4,100.4,20.32868525896414342629482072,20.32868525896414342629482072,,2021-10-04 21:23:00,,,,https://www.ebay.com/itm/284476648743?hash=item423c212d27:g:MzQAAOSwm15hW4bM
N1-H,Azumarill 2/111 Holo Rare Neo Genesis Pokemon Card,Azumarill,,9.99,,9.99,13.49,5.396000000000000299538172044,25.94514455151964418087472202,-85.13713862120087927063749443,,2021-10-04 18:39:00,,,,https://www.ebay.com/itm/165108831987?hash=item267140d6f3:g:1v4AAOSwnO9hW5Bp
N3-H,Houndoom 8/64 Neo Revelation Holo Rare Pokemon Lightly Played,Houndoom,LP,49.95,3.00,52.95,76.45,53.51499999999999660493799070,30.73904512753433616742969261,1.055778753620473962033699087,,2021-10-04 17:22:00,,,,https://www.ebay.com/itm/124933850665?hash=item1d16a34629:g:V1AAAOSwSr1hW34-
GC-R,Brock's Dugtrio 22/132 Pokémon TCG Gym Challenge Non Holo Rare WotC,Brock's Dugtrio,,4.00,,4.00,4.55,1.820000000000000101030295241,12.08791208791208791208791209,-119.7802197802197680195272019,,2021-10-04 15:42:00,,,,https://www.ebay.com/itm/403208807137?hash=item5de11e22e1:g:k4cAAOSwvAVhW2Mr
N1-L,"Lugia #249 Pokemon TCG Neo Genesis Classic Beauty Of A Card, Must Have This One.",Lugia,,46.99,4.50,51.49,360.22,144.0880000000000079984907586,85.70595747043473432902115374,64.26489367608683780624977576,,2021-10-04 15:15:00,,,,https://www.ebay.com/itm/353706836109?hash=item525a92008d:g:3scAAOSwje5hW0Hs
N4-S,Pokemon Dark Pokémon 4/105 Neo Destiny Holo Eng GREAT COND-NO Charizard shining,Shining Charizard,,87.33,13.97,101.30,1408.08,563.2320000000000312656567303,92.80580648826771206181466962,82.01451622066928115293158409,,2021-10-04 11:32:00,,,,https://www.ebay.com/itm/313698392224?hash=item4909e198a0:g:IRUAAOSwD7xhWfSH
GC-R,Koga's Arbok - 25/132 Gym Challenge Unlimited Rare Pokemon - LP,Koga's Arbok,LP,4.99,,4.99,5.11,3.576999999999999773070413767,2.348336594911937377690802350,-39.50237629298295545351314808,,2021-10-04 11:29:00,,,,https://www.ebay.com/itm/363566467111?hash=item54a6400827:g:O14AAOSwdfdhWyvT
GH-H,Erika's Dragonair - 4/132 Gym Heroes Unlimited HOLO BLEED Rare Pokemon - LP,Erika's Dragonair,LP,36.99,,36.99,44.3,31.00999999999999803268480036,16.50112866817155756207674944,-19.28410190261206819314500962,,2021-10-04 10:58:00,,,,https://www.ebay.com/itm/363566437190?hash=item54a63f9346:g:5t8AAOSw8nBhWyTD
GH-H,2000 Pokemon Erika's Dragonair HOLO #4/132 Gym Heroes Set LP,Erika's Dragonair,LP,22.00,,22.00,44.3,31.00999999999999803268480036,50.33860045146726862302483070,29.05514350209609353205757741,,2021-10-04 08:51:00,,,,https://www.ebay.com/itm/185087758256?hash=item2b18170fb0:g:tVwAAOSw7exhWwZ0
N2-H,Yanma 17/75 Neo Discovery 2000 Holofoil Rare Holo Pokemon TCG Card Damaged,Yanma,DMG,9.00,,9.00,16.58,6.632000000000000368149954966,45.71773220747889022919179735,-35.70566948130276689384256511,,2021-10-04 05:00:00,,,,https://www.ebay.com/itm/334168190101?hash=item4dcdf9ec95:g:JHUAAOSwSr1hWNYj
N1-R,Focus Band 86/111 NEAR MINT Rare Non-Holo - Neo Genesis Unlimited - Pokemon TCG,Focus Band,NM,6.00,4.00,10.00,10.54,8.432000000000000468070027182,5.123339658444022770398481970,-18.59582542694496495361109686,,2021-10-04 01:16:00,,,,https://www.ebay.com/itm/353705878389?hash=item525a836375:g:DlQAAOSwT1hhWpv9
GH-R,The Rocket's Training Gym - 104/132 Gym Heroes Pokemon - Rare - Near Mint,The Rocket's Training Gym,NM,5.00,,5.00,5.23,4.184000000000000232258656752,4.397705544933078393881453150,-19.50286806883364537390640161,,2021-10-04 00:57:00,,,,https://www.ebay.com/itm/353705859645?hash=item525a831a3d:g:rdkAAOSwjwdhWpdP
N4-H,Pokemon Company International Pokemon Neo Destiny  Dark Scizor (HR) #9 (Hol EX,Dark Scizor,,81.95,5.25,87.20,90.65,36.26000000000000201283434365,3.805846662989520132377275230,-140.4853833425261863194363282,,2021-10-03 23:25:00,,,,https://www.ebay.com/itm/363565722271?hash=item54a634aa9f:g:ow0AAOSw3BJhWoIy
N2-H,Scizor 10/75 Pokemon Neo Discovery Holo Rare NM-M Unplayed,Scizor,NM,27.49,,27.49,39.88,31.90400000000000177102776888,31.06820461384152457372116349,13.83525576730191050025560226,,2021-10-03 18:11:00,,,,https://www.ebay.com/itm/353705409855?hash=item525a7c3d3f:g:Pi8AAOSwKAFhWjhO
N3-H,Pokemon Magneton Holo Neo Revelation Card 10/64 Mint foil,Magneton,M,18.95,,18.95,22.41,20.16900000000000049760195964,15.43953592146363230700580098,6.043928801626260436944079944,,2021-10-03 16:49:00,,,,https://www.ebay.com/itm/124932280794?hash=item1d168b51da:g:Zg8AAOSwsuphMMcA
GC-H,Pokemon Koga's Ditto Gym Challenge Holo 10/132 Foil Card kogas,Koga's Ditto,,24.97,,24.97,28.34,11.33600000000000062927441036,11.89131968948482709950599859,-120.2717007762879200236993097,,2021-10-03 16:49:00,,,,https://www.ebay.com/itm/124932280811?hash=item1d168b51eb:g:cAIAAOSwcQZhKvRX
GC-H,Pokemon Misty's Golduck Gym Challenge Holo 12/132 Card Goldduck Gold Duck,Misty's Golduck,,25.95,,25.95,29.89,11.95600000000000066369132412,13.18166610906657745065239210,-117.0458347273335443249048641,,2021-10-03 16:49:00,,,,https://www.ebay.com/itm/124932280433?hash=item1d168b5071:g:fCYAAOSwE9ZhMCE9
N2-H,Pokemon Poliwrath Neo Discovery 9/75 Card Holo,Poliwrath,,18.25,,18.25,20.16,8.064000000000000447641923529,9.474206349206349206349206350,-126.3144841269841144211494299,,2021-10-03 16:49:00,,,,https://www.ebay.com/itm/124932280781?hash=item1d168b51cd:g:quUAAOSw6FRhMF0d
N2-H,Poliwrath 9/75 Holo Rare Neo Discovery Pokemon Card,Poliwrath,,5.99,4.60,10.59,20.16,8.064000000000000447641923529,47.47023809523809523809523810,-31.32440476190475461479301167,,2021-10-03 16:23:00,,,,https://www.ebay.com/itm/124932260637?hash=item1d168b031d:g:kh8AAOSw~31hWh8t
GC-H,Misty’s Gyarados 13/132 Holo Rare Gym Challenge Pokemon Card WOTC,Giovanni's Gyarados,,39.99,3.99,43.98,56.36,22.54400000000000125144339336,21.96593328601845280340667140,-95.08516678495385716208112511,,2021-10-03 16:05:00,,,,https://www.ebay.com/itm/115026385968?hash=item1ac81b5c30:g:Nr8AAOSwfNRhWhrK
N1-L,Lugia 9/111 Holo Rare Neo Genesis Pokemon Card WOTC Damaged,Lugia,DMG,69.99,,69.99,360.22,144.0880000000000079984907586,80.57020709566376103492310255,51.42551773915940528373318713,,2021-10-03 14:34:00,,,,https://www.ebay.com/itm/115026267919?hash=item1ac8198f0f&_trkparms=ispr%3D1&amdata=enc%3AAQAGAAADQNiesD0p%252BGcmyy%252BozMV6X9xyMmXfEqxIHVEIoqmV3sBM4XZCM1L26YCTd4Ire7CqtOLeRP9T3udf69%252BJC1%252BMOHEHQArvJNF2%252Bkgzads6sP9KrIM433U5tzzRlC6re74JxE0WfcYJEhJtsXt%252F%252Fig4GpTB69PjwgVmWLJtbC6D7Xe0xnQCzPqBtoYnmzsS0OLnvUCyxIE%252BsYiVn%252BVuxZDlZU4PHQ4cHfAtZiZlznuMq9AYddJR0vwoY68oztvrehh8%252B2OIfjPWA1Ebg4F1kbQ8%252FNjOWYBBH9Eba3%252FaplOYOEvADl5WIoHilwybnN3bLheCvNqDX2UkpLLMtNowjw1vw1TwUDq7tz%252BMArrIBPUURXZTBWzZ16HAvtS%252BslSwgpShJA4jq9ExqXZvURTN9cYbF3dDR9m3F6ZNgwzMghJG9Mmvt3Xdykb%252BerabPzqGuA%252BJb7GiHmjTbMedLaoaMcJhC4qj%252BaifzaXBQU50L%252F%252BlXZnEhitZm80tpAIgvEuWo3T4hT%252F5kT%252FVsPRwd%252Fh%252Fc18Ec8SdMdGtb%252Bimq1w9ORQ8k6BTWbhDzeFs23JKjo0P9UhNDGsw%252B6Brp5AL%252Fa%252BrQJXkAc1dun0dOWZtVl4YamY8fnfrSZc4gTEKzVpuOz5dXEWJR7SuiMdPq1RZ1epOa8oEymXikD9RzUtEhNVgqXobx8Jt8lQZJKU1qITCqY9TN11K0AzjdRo1Gvlse7Ghh%252BSLeI6qHPGxbzN3eY%252FbAS5cwBqR8iZzr5U%252F5Eo43lkfc0J21jgd9wep%252BR2lN8K12fj7viJzMb0g1OkFj8rASKnJDYEPLye4XmrxKWJizm7IHXf19%252FkqzOifNoHut3dwx2GkgoIJn5mH3kfyDoSdDcROzkikncMXpLigUzRX8uBfGKt9MCL%252BZ525Tg%252FtsNDoKjvJTiwDrwVYmEm4B0izr8WnNQyTycs%252BwyQPE6HZSjjRBy9kTup%252FmMkIVyFpCs9sMaqwrTdrqapLQULzGgtWKCcJog3avXQEPugZndIVRvwq%252BrqmELrxFBlOuTUOzoUWB84rxfjK4WCrF7nLoS6Ed5hwUT%252FOA7k0JwKQ71ph%252BQGPvtqT1DUeGwB6pkMqn0neQRy5hr8%253D%7Campid%3APL_CLK
N1-L,Lugia 9/111 Holo Rare Neo Genesis Pokemon Card WOTC Damaged,Lugia,DMG,69.99,3.99,73.98,360.22,144.0880000000000079984907586,79.46255066348342679473654989,48.65637665870856983698501477,,2021-10-03 14:34:00,,,,https://www.ebay.com/itm/115026267919?hash=item1ac8198f0f:g:bgEAAOSwl~VhWgV8
N3-H,Magneton 10/64 - Neo Revelation - Holo Foil Rare 2001 Pokemon Card Vintage,Magneton,,19.99,,19.99,22.41,8.964000000000000497601959637,10.79875055778670236501561803,-123.0031236055332317083008354,,2021-10-03 13:53:00,,,,https://www.ebay.com/itm/174963308879?hash=item28bca0394f:g:USEAAOSwO6BfpZVM
N4-H,Light Arcanine No. 059 Holo Rare Pokemon Card-Neo Destiny-JAP,Light Arcanine,,42.97,10.48,53.45,160.94,64.37600000000000357358587166,66.78886541568286317882440661,16.97216353920716255603180270,,2021-10-03 12:36:00,,,,https://www.ebay.com/itm/265342395531?hash=item3dc7a3a48b:g:6dwAAOSw8YxhWenz
N4-H,Pokemon - Dark Espeon 4/105 - Neo Destiny ,Dark Espeon,,89.99,5.95,95.94,182.56,73.02400000000000405364630751,47.44741454864154250657318142,-31.38146362839613644043074999,,2021-10-03 11:39:00,,,,https://www.ebay.com/itm/185085995261?hash=item2b17fc28fd:g:KW0AAOSwJzFhWdxr
N4-H,Dark Donphan Neo Destiny 3/105 Pokemon TCG and Rhyperior Holo,Dark Donphan,,30.00,,30.00,41.99,16.79600000000000093236529608,28.55441771850440581090735889,-78.61395570373897555766529568,,2021-10-02 16:31:00,,,,https://www.ebay.com/itm/234215128960?hash=item36884f3f80:g:pg0AAOSw2DdhWM89
N4-H,Pokémon Neo Destiny - Dark Ampharos 1/105 - Holo Rare - Damaged,Dark Ampharos,DMG,15.00,4.50,19.50,68.86,27.54400000000000152899914951,71.68167295962823119372640139,29.20418239907058191427334086,,2021-10-02 16:06:00,,,,https://www.ebay.com/itm/144229641441?hash=item2194c1ace1:g:yFgAAOSw14dhWMim
B2-R,Dragonair - 22/130  - Rare NM Base Set 2 Pokemon,Dragonair,NM,3.50,,3.50,6.3,5.040000000000000279776202206,44.44444444444444444444444444,30.55555555555555941049661329,,2021-10-02 15:57:00,,,,https://www.ebay.com/itm/255160813620?hash=item3b68c50834:g:KnsAAOSwGOZhWMeG
GH-R,Pokemon Brock's Onix 49/132 Gym Heroes Non Holo Rare Card NM 2000 WOTC Vintage,Brock's Onix,NM,1.95,,1.95,7.01,5.608000000000000311306536105,72.18259629101283880171184023,65.22824536376605043235993047,,2021-10-02 13:24:00,,,,https://www.ebay.com/itm/284473847943?hash=item423bf67087:g:4KMAAOSwrw9hWKOm
N2-H,Kabutops 6/75 Holo Rare Neo Discovery Pokemon Card LP see photos,Kabutops,LP,12.99,4.40,17.39,34.87,24.40899999999999845146092525,50.12905075996558646400917694,28.75578679995083328590077471,,2021-10-02 09:47:00,,,,https://www.ebay.com/itm/294433480483?hash=item448d9a5f23:g:-y4AAOSwdxphWG6-
N4-H,Pokemon/Dark Gengar/Dark Gengar/Neo Destiny/Holo/Mint 🔥 💞,Dark Gengar,M,58.21,8.15,66.36,161.75,145.5750000000000035915714847,58.97372488408037094281298300,54.41524987120041328333085145,,2021-10-02 05:47:00,,,,https://www.ebay.com/itm/165103954069?hash=item2670f66895:g:oyMAAOSwHjphWDgo
N4-H,Dark Scizor  - 9/105 - Holo NM Neo Destiny Pokemon VN3,Dark Scizor,NM,73.01,2.99,76.00,90.65,72.52000000000000402566868729,16.16105901820187534473248759,-4.798676227247650001589225628,,2021-10-02 05:40:00,,,,https://www.ebay.com/itm/294432986074?hash=item448d92d3da:g:bVkAAOSwsndhWDcc
N4-H,Dark Tyranitar Rare Holo Neo Destiny 11/105 LP,Dark Tyranitar,LP,90.00,4.45,94.45,138.75,97.12499999999999383826221333,31.92792792792792792792792793,2.754182754182748013351591051,,2021-10-02 05:28:00,,,,https://www.ebay.com/itm/165103934338?hash=item2670f61b82:g:hYQAAOSwo4xhSzSg
N4-H,Dark Scizor | No 212 | Holo Rare | Neo Destiny | Played | Pokemon Card,Dark Scizor,,12.40,30.87,43.27,90.65,36.26000000000000201283434365,52.26696083838940981798124655,-19.33259790402646883075699453,,2021-10-02 03:04:00,,,,https://www.ebay.com/itm/133893008927?hash=item1f2ca52e1f:g:TMYAAOSwc05hWBJZ
GC-H,HOLO Giovanni's Gyarados Gym Challenge LP,Giovanni's Gyarados,LP,34.99,,34.99,56.36,39.45199999999999749711321329,37.91696238466997870830376153,11.30994626381424967096310431,,2021-10-02 02:04:00,,,,https://www.ebay.com/itm/224631739463?hash=item344d185447:g:HJwAAOSwcQZhLr7z
N3-H,HOLO Crobat Neo Revelation LP,Crobat,LP,21.99,,21.99,34.79,24.35299999999999845501363893,36.79218166139695314745616556,9.703116659138498767812868691,,2021-10-02 01:50:00,,,,https://www.ebay.com/itm/224631729050?hash=item344d182b9a:g:c3wAAOSwtZxhNUr8
N3-H,HOLO Houndoom Neo Revelation MP,Houndoom,MP,34.99,,34.99,76.45,45.86999999999999830246899535,54.23152387181164159581425768,23.71920645301939983673398506,,2021-10-02 01:49:00,,,,https://www.ebay.com/itm/224631728832?hash=item344d182ac0:g:qVAAAOSwQJdhNU~B
N3-H,HOLO Delibird Neo Revelation EXC/LP,Delibird,LP,18.99,,18.99,27.86,19.50199999999999876276746136,31.83776022972002871500358938,2.625371756742891986716311120,,2021-10-02 01:48:00,,,,https://www.ebay.com/itm/224631727394?hash=item344d182522:g:Id8AAOSwj71hNVFi
N1-H,HOLO Meganium 11/111 Neo Genesis MP,Meganium,MP,21.49,,21.49,44.88,26.92799999999999900346381310,52.11675579322638146167557932,20.19459298871063281606595376,,2021-10-02 01:15:00,,,,https://www.ebay.com/itm/224631709672?hash=item344d17dfe8:g:L70AAOSw9i9hOLII
GC-H,Pokemon Gym Challenge Rocket's Zapdos 15/132 - Holo Unlimited DMG,Rocket's Zapdos,DMG,42.49,2.43,44.92,66.33,26.53200000000000147282186447,32.27800391979496457108397407,-69.30499020051257917397514959,,2021-10-02 01:02:00,,,,https://www.ebay.com/itm/363563396966?hash=item54a6112f66:g:-CUAAOSw9j9hV~TU
GC-H,Pokemon Gym Challenge Erika's Venusaur 4/132 - Holo Unlimited HP,Erika's Venusaur,HP,54.63,6.47,61.10,100.4,50.20,39.14342629482071713147410359,-21.71314741035856573705179283,,2021-10-02 00:40:00,,,,https://www.ebay.com/itm/363563383300?hash=item54a610fa04:g:ivsAAOSwO5hhV~Bp
N1-H,Meganium - 11/111 - Holo Rare Neo Genesis - Pokemon Card - PL,Meganium,,30.74,,30.74,44.88,17.95200000000000099653618690,31.50623885918003565062388592,-71.23440285204990136802145252,,2021-10-01 16:18:00,,,,https://www.ebay.com/itm/224631320349?hash=item344d11ef1d:g:rYEAAOSwGOZhV3rl
N2-H,Pokemon TCG English Card Neo Discovery Set Unlimited Scizor 10/75 Holo Rare,Scizor,,28.00,,28.00,39.88,15.95200000000000088551388444,29.78936810431293881644934804,-75.52657973921764321519411689,,2021-10-01 16:12:00,,,,https://www.ebay.com/itm/133892660331?hash=item1f2c9fdc6b:g:BTQAAOSwUDphV3md
GC-H,Pokemon TCG English Card Gym Challenge Rocket's Zapdos 15/132 Holo Rare Clean,Rocket's Zapdos,,49.00,,49.00,66.33,26.53200000000000147282186447,26.12694105231418664254485150,-84.68264736921452314169150333,,2021-10-01 16:04:00,,,,https://www.ebay.com/itm/133892657217?hash=item1f2c9fd041:g:SCsAAOSwOJ1hV3ez
B2-R,Pokemon Dragonair Base Set 2 Rare (22/130),Dragonair,,4.50,0.75,5.25,6.3,2.520000000000000139888101103,16.66666666666666666666666667,-108.3333333333333217685101601,,2021-10-01 16:04:00,,,,https://www.ebay.com/itm/203636005228?hash=item2f69a6d96c:g:SVAAAOSwz8hhV3em
GC-H,Pokemon TCG English Card Gym Challenge Erika's Venusaur 4/132 Holo Rare,Erika's Venusaur,,59.00,,59.00,100.4,40.16000000000000222932783345,41.23505976095617529880478088,-46.91235059760955359771433604,,2021-10-01 16:02:00,,,,https://www.ebay.com/itm/133892655247?hash=item1f2c9fc88f:g:C3gAAOSwBeFhV3dr
N3-H,Houndoom Holo Rare - 8/64 Unlimited Neo Revelation PL,Houndoom,,34.99,,34.99,76.45,30.58000000000000169753100465,54.23152387181164159581425768,-14.42119032047088965881235585,,2021-09-30 21:01:00,,,,https://www.ebay.com/itm/144226851597?hash=item2194971b0d:g:1KEAAOSwUJBhZx7Q
N3-H,Pokemon 2001 Neo Revelation Raikou Holo with SWIRL 13/64 - Lightly Played ,Raikou,LP,74.99,,74.99,84.14,58.89799999999999626343338832,10.87473258854290468267173758,-27.32181058779585853078926926,,2021-09-30 20:47:00,,,,https://www.ebay.com/itm/403200784233?hash=item5de0a3b769:g:vDsAAOSwx1BhVmiT
GC-H,Rocket's Zapdos Pokemon Card 15/132 - Gym Challenge Set - Holo Card LP/MP,Rocket's Zapdos,MP,28.32,12.13,40.45,66.33,39.79799999999999852717813553,39.01703603196140509573345394,-1.638273280064328601815949391,,2021-09-30 16:10:00,,,,https://www.ebay.com/itm/185081111837?hash=item2b17b1a51d:g:TfAAAOSwWd9hahqM
N1-R,Focus Band - 86/111 Neo Genesis Pokemon - Rare - Near Mint,Focus Band,NM,9.00,,9.00,10.54,8.432000000000000468070027182,14.61100569259962049335863378,-6.736242884250468458249987176,,2021-09-30 15:57:00,,,,https://www.ebay.com/itm/115020445108?hash=item1ac7c0b5b4:g:X9cAAOSwi7thViRp
N4-H,Dark Gengar - Holo - Rare - Neo Destiny - 6/105 - Great Condition,Dark Gengar,,100.00,4.50,104.50,161.75,64.70000000000000359157148466,35.39412673879443585780525502,-61.51468315301390138962085987,,2021-09-30 15:24:00,,,,https://www.ebay.com/itm/185081041097?hash=item2b17b090c9:g:kR4AAOSwdt5hVhsi
N4-S,HP Shining Celebi Neo Destiny 106/105 ☆ Pokémon Card Description,Shining Celebi,HP,85.00,4.50,89.50,237.46,118.730,62.30944159016255369325360061,24.61888318032510738650720121,,2021-09-30 10:11:00,,,,https://www.ebay.com/itm/144226308444?hash=item21948ed15c:g:cYoAAOSwSBNhVdOJ
B2-R,Dragonair 22/130 Rare Pokemon TCG Card Base Set 2  Vintage,Dragonair,,3.25,,3.25,6.3,2.520000000000000139888101103,48.41269841269841269841269841,-28.96825396825396109479200389,,2021-09-30 10:05:00,,,,https://www.ebay.com/itm/144226299119?hash=item21948eacef:g:bQEAAOSw~MFhVdHT
GC-H,Giovanni's Gyarados 5/132 Pokemon TCG Gym Challenge Unlimited Holo Heavy Play,Giovanni's Gyarados,HP,18.00,,18.00,56.36,28.180,68.06245564229950319375443577,36.12491128459900638750887154,,2021-09-30 08:02:00,,,,https://www.ebay.com/itm/393603766505?hash=item5ba49cd8e9:g:KuUAAOSwpW1hVKxN
N1-L,Pokémon Lugia Holo Pokemon Card 9/111 Neo Genesis Italian played no Charizard,Lugia,,29.11,23.29,52.40,360.22,144.0880000000000079984907586,85.45333407362167564266281717,63.63333518405419112541247329,,2021-09-30 05:40:00,,,,https://www.ebay.com/itm/184468466847?hash=item2af32d6c9f:g:A6MAAOSwqY5fdGBU
N3-H,Pokémon TCG Raikou Neo Revelation 13/64 Holo Unlimited Holo Rare,Raikou,,28.00,4.50,32.50,84.14,33.65600000000000186828330584,61.37390064178749702876158783,3.434751604468747932352076945,,2021-09-30 00:38:00,,,,https://www.ebay.com/itm/124926632961?epid=16043369508&hash=item1d16352401:g:UzAAAOSwYB9hVU0x
N3-H,Pokémon TCG Celebi Neo Revelation 3/64 Holo Unlimited Holo Rare,Celebi,,33.00,4.50,37.50,71.33,28.53200000000000158384416693,47.42744988083555306322725361,-31.43137529791111004602491528,,2021-09-30 00:13:00,,,,https://www.ebay.com/itm/124926610043?epid=26043383758&hash=item1d1634ca7b:g:DIsAAOSw9LhhVUdT
N3-H,Celebi Holo Rare - Neo Revelation 3/64 - Pokémon TCG Card - Vintage WOTC,Celebi,,65.00,5.40,70.40,71.33,28.53200000000000158384416693,1.303799242955278284031964110,-146.7405018926117905930707743,,2021-09-30 00:07:00,,,,https://www.ebay.com/itm/353699180482?hash=item525a1d2fc2:g:-kEAAOSwPF5hVUX2
N3-H,Pokemon Magneton Holo Rare Card Neo Revelation 10/64,Magneton,,11.95,,11.95,22.41,8.964000000000000497601959637,46.67559125390450691655510933,-33.31102186523872530836393113,,2021-09-29 22:53:00,,,,https://www.ebay.com/itm/274968239127?hash=item4005625c17:g:bkYAAOSwvQJhVTOy
N2-H,Pokémon Scizor & Hitmontop Neo Discovery Holo Unlimited NM,Scizor,NM,30.00,4.50,34.50,39.88,31.90400000000000177102776888,13.49047141424272818455366098,-8.136910732196583766503518442,,2021-09-29 18:44:00,,,,https://www.ebay.com/itm/294428151030?epid=17043372121&hash=item448d490cf6:g:Uw0AAOSw41RhVPng
N2-H,Kabutops Holo Neo Discovery 6/75 PL-MP,Kabutops,MP,28.33,0.40,28.73,34.87,20.92199999999999922573046263,17.60825924863779753369658732,-37.31956791893700919235055561,,2021-09-29 11:30:00,,,,https://www.ebay.com/itm/304166168506?hash=item46d1b767ba:g:kKwAAOSwVJRhVJR8
N4-H,Dark Tyranitar Pokemon Neo Destiny Holofoil Good Condition,Dark Tyranitar,,100.00,,100.00,138.75,55.50000000000000308086889333,27.92792792792792792792792793,-80.18018018018017017817094934,,2021-09-29 07:09:00,,,,https://www.ebay.com/itm/353698161938?hash=item525a0da512:g:jJQAAOSwgtBhOCOA
N4-H,Vintage Pokémon 1999 Light Arcanine Holo (Neo Destiny) No. 059,Light Arcanine,,62.09,6.90,68.99,160.94,64.37600000000000357358587166,57.13309307816577606561451473,-7.167267304585553886985330805,,2021-09-29 03:03:00,,,,https://www.ebay.com/itm/224627840731?hash=item344cdcd6db:g:1oEAAOSw-~hhVB2A
GC-H,Rocket's Zapdos 15/132 Pokemon TCG Gym Challenge Unlimited Holo Rare Light Play,Rocket's Zapdos,LP,40.00,4.55,44.55,66.33,46.43099999999999705435627106,32.83582089552238805970149254,4.051172707889119712453718159,,2021-09-28 21:52:00,,,,https://www.ebay.com/itm/384415899719?hash=item5980f92047:g:oo0AAOSwloxhUdpc
N1-H,Azumarill holographic Neo Genesis 2/111 Swirl LP Pokémon,Azumarill,LP,10.00,1.75,11.75,13.49,9.442999999999999400923655912,12.89844329132690882134914752,-24.43079529810442386355458426,,2021-09-28 20:07:00,,,,https://www.ebay.com/itm/234208747808?hash=item3687ede120:g:qNsAAOSwUoRhU7uT
N3-H,Celebi 3/64 Holo Rare - Neo Revelation - Pokémon TCG Card NM/LP!!,Celebi,LP,40.00,4.45,44.45,71.33,49.93099999999999683231166614,37.68400392541707556427870461,10.97714846488153087267132133,,2021-09-28 18:45:00,,,,https://www.ebay.com/itm/174957248579?hash=item28bc43c043:g:g1sAAOSwzo5hU6jP
N1-L,Pokémon-Lugia Holo No. 249 Neo Genesis jap,Lugia,,54.73,11.64,66.37,360.22,144.0880000000000079984907586,81.57514852034867580922769419,53.93787130087169208003102772,,2021-09-28 18:02:00,,,,https://www.ebay.com/itm/165097805858?hash=item2670989822:g:14AAAOSwgg5hU56v
